"Mancebo, Martha ","La sociedad argentina de los '90: crisis de socialización. En: Filmus, Daniel, Soc.; Los noventa- 1999. p. 177-199.",===> Solicitar a/por: Depósito Proatlas 012593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quevedo, Luis Alberto ","Política, medios y cultura en la Argentina de fin de siglo. En: Filmus, Daniel, Soc., comp.-- Los noventa- 1999. p. 201-224.",===> Solicitar a/por: Depósito Proatlas 012594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Semán, Pablo; Vila, Pablo ","Rock chabón e identidad juvenil en la Argentina neo-liberal. En: Filmus, Daniel, Soc., comp.-- Los noventa- 1999. p. 225-258.",===> Solicitar a/por: Depósito Proatlas 012595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agostinis, Silvia C.","Ciudad, exclusividad y pobreza: el signo de los noventa. En: Filmus, Daniel, Soc.; Los noventa- 1999. p. 259-275.",===> Solicitar a/por: Depósito Proatlas 012596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina. Comisión Nacional de Regulación del Transporte.,"Colectivos de Buenos Aires y AMBA: recorridos e itinerarios de las líneas. Buenos Aires, 1999? 3 disquetes 3 1/2",===> Solicitar a/por: Depósito Proatlas 012597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977.","Agua y salud: algunos aspectos. Buenos Aires, 1977? 160 p.: tablas, planos; 21 x 30 cm.",===> Solicitar a/por: Depósito Proatlas 012598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jáuregui, Luis Urbano ","Disponibilidades y necesidades de agua en el país. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 9-28: tablas, plano.",===> Solicitar a/por: Depósito Proatlas 012599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ibertis Acuña de Simonín, María S.","Reúso de líquidos residuales como fuente de abastecimiento de agua para bebida. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 31-35",===> Solicitar a/por: Depósito Proatlas 012600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wittner, Mario O.","Detergentes: evaluación de su biodegradabilidad en aguas de río. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 55-58.",===> Solicitar a/por: Depósito Proatlas 012601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Almeida, Waldemar F.","Aspectos ecotoxicológicos del agua. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 61-72: tablas.",===> Solicitar a/por: Depósito Proatlas 012602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"García Fernández, Juan Carlos; Donnewald, Heraldo N.","Contaminación de las aguas del litoral atlántico y antártico argentino. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 75-92: tablas, plano.",===> Solicitar a/por: Depósito Proatlas 012603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Higa de Landoni, Julia, Dra. Croce, Pablo ","Contaminación del agua con nitratos y nitritos en el aglomerado bonaerense. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 93-100: tablas, gráficos.",===> Solicitar a/por: Depósito Proatlas 012604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soto, Roberto ","Fluorosis endémica en República Argentina. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 101-103.",===> Solicitar a/por: Depósito Proatlas 012605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dodero, Elvio; ","Desalación. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 111-113.",===> Solicitar a/por: Depósito Proatlas 012606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Argüello Pitt, Luis ","El problema del arsenicismo crónico: introducción al tema. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 119-122.",===> Solicitar a/por: Depósito Proatlas 012607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enríquez, Aníbal E.","Epidemiología en la República Argentina del hidrarsenicismo regional endémico. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 123-129: planos.",===> Solicitar a/por: Depósito Proatlas 012608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Astolfi, Emilio; Vaccaro, Ricardo ","Estudio de arsénico en agua de consumo: hidroarsenicismo crónico regional endémico. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 133-144: tablas, gráficos.",===> Solicitar a/por: Depósito Proatlas 012609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quevedo, Eduardo ","Planta de desarsenicación de Monte Quemado. En: Simposio sobre Ambiente y Salud. 3., Buenos Aires, 1977. Agua y salud: algunos aspectos. supl. v. 55. p. 145-147.",===> Solicitar a/por: Depósito Proatlas 012610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colloque L'Ile-de-France et l'Aménagement du Gran Bassin Parisien, 1.","Paris, 1994. Documentos, síntesis final, conclusión.. En: Cahiers du C.R.E.P.I.F. Paris, juin 1994. n. 47. 135 p.: tablas, gráficos, planos.",===> Solicitar a/por: Depósito Proatlas 012611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GAEA Sociedad Argentina de Estudios Geográficos, Buenos Aires.","Balance de cincuenta años de labor. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 11-147: retr., ilustraciones, gráficos, diagramas., planos.",===> Solicitar a/por: Depósito Proatlas 012612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turró de Sanguedolce, Ana María; Turró, María Elena","Introducción a la biogeografía del litoral marino. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 207-225: ilustraciones, tablas, diagramas.",===> Solicitar a/por: Depósito Proatlas 012613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Araoz, Olga Nelly; Ledesma, Pola del V.","Aicuña: una población marginada. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 227-238: ilustraciones, plano.",===> Solicitar a/por: Depósito Proatlas 012614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rey Balmaceda, Raúl C.","La actual problemática de la geografía regional. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 239-248.",===> Solicitar a/por: Depósito Proatlas 012615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santillán de Andrés, Selva E.","Las regiones geográficas en la República Argentina: su problemática. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 249-274: planos.",===> Solicitar a/por: Depósito Proatlas 012616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ricci, Teodoro Ricardo ","El desarrollo del noroeste argentino y sus posibilidades de exportación. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 275-286.",===> Solicitar a/por: Depósito Proatlas 012617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daus, Federico Alberto ","Problemática y tendencias actuales de la geografía económica. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 287-301.",===> Solicitar a/por: Depósito Proatlas 012618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quarleri, Paulina","Contribución argentina al progreso de la geografía física, en especial el aporte de GAEA Sociedad Argentina de Estudios Geográficos. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 151-167: planos.",===> Solicitar a/por: Depósito Proatlas 012619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Castellanos, Alfredo; Pasotti, Pierina ","Evolución de la metodología del estudio de la llanura pampeana. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 169-174.",===> Solicitar a/por: Depósito Proatlas 012620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Würschmidt, Enrique José ","La escala y las delimitaciones areales en geografía física. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 175-179.",===> Solicitar a/por: Depósito Proatlas 012621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manzi, Rubén; Felquer, Francisco ","Unidades naturales del sur de la Mesopotamia: correlaciones con la llanura santafesina. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 181-206: ilustraciones, gráficos, planos.",===> Solicitar a/por: Depósito Proatlas 012622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dozo, Servando Ramón Manuel ","Región pampeana: ensayo de caracterización de su evolución económica. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 303-318: gráficos, diagramas.",===> Solicitar a/por: Depósito Proatlas 012623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Randle, Patricio H.","El fenómeno del crecimiento urbano en la geografía urbana actual. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 319-338.",===> Solicitar a/por: Depósito Proatlas 012624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Randle, Patricio H.; Gurevitz, Nélida; González Pelazzo, Raúl","Tendencias demo-geográficas de la urbanización argentina: 1810-2010. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 339-358: planos.",===> Solicitar a/por: Depósito Proatlas 012625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luchenio de Rey Balmaceda, Angela Elena ","Delimitación demogeográfica del Gran Buenos Aires. En: GAEA Anales de la Sociedad Argentina de Estudios Geográficos. Buenos Aires, 1974. v. 16. p. 359-388: gráficos, diagramas., planos.",===> Solicitar a/por: Depósito Proatlas 012626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Semana de geografía. 60., San Juan, 1999. = Congreso Nacional de Geografía",Contribuciones científicas. Temas de geografía para el tercer,===> Solicitar a/por: Depósito Proatlas 012627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acosta, Ricardo Héctor. Cattapan, Silvia Elvira. Escuela, Mónica B.; López, Beatriz Noemí. Navas, María Concepción. Puigdomenech Nieto, Eva Ruth. Robledo, María Margarita. Ruíz de Brizuela, María del Carmen Beatriz.","La modernización agrícola en San Juan en el marco de la globalización. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 31-37: ilustraciones.",===> Solicitar a/por: Depósito Proatlas 012628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bobba de González, María Elvira ","Análisis causal de las sequías estivales de 1995 para la región del NOA. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 83-93: tablas, planos.",===> Solicitar a/por: Depósito Proatlas 012629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Búffalo, Luciana. Valente, Gustavo Luis.","Los límites políticos como determinantes en el desarrollo diferencial de una microregión: el Alto Valle de Río Negro y Neuquén. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 111-118: tabla, plano.",===> Solicitar a/por: Depósito Proatlas 012630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Campo de Ferreras, Alicia M. Capelli de Steffens, Alicia Ferster, María de las Mercedes. Gil, Verónica. Ramos, María Belén.","Clima urbano y salud en Bahía Blanca: tratamiento inicial de los datos. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 143-147: gráficos, tablas, planos.",===> Solicitar a/por: Depósito Proatlas 012631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Castelao Calcagno, Gabriel Fernando; Vailini, Andrea A. ","Asentamientos poblacionales en áreas de riesgo: el caso del distrito residencial La Guardia, vecinal La Guardia-Colastiné, municipio de Santa Fe, departamento La Capital, provincia de Santa Fe. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 149-158: gráficos, tablas, planos.",===> Solicitar a/por: Depósito Proatlas 012632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa, Mauricio César .","Las sequías del Noreste argentino. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 159-164: gráficos, planos.",===> Solicitar a/por: Depósito Proatlas 012633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cruces de Lombardi, Graciela.","El hacinamiento, factor condicionante de la tuberculosis pulmonar en los últimos años del segundo milenio en la ciudad de Santa Fe. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 165-177: gráficos, planos.",===> Solicitar a/por: Depósito Proatlas 012634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eroles, Rubén José. Martínez, Norma Graciela. Neris, María del Carmen.","El rol de la geografía en la nueva currícula. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 215-222.",===> Solicitar a/por: Depósito Proatlas 012635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Federici, Gisella A. Vallese, Gabriela Paola.","Población, medio, educación y geografía. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 229-234.",===> Solicitar a/por: Depósito Proatlas 012636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Formiga, Nidia E.; Garriz, Eduardo Julio.","Los impactos del crecimiento urbano en el área noreste bahiense. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 253-264: planos.",===> Solicitar a/por: Depósito Proatlas 012637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fritschy, Blanca A. ","Diagnóstico ambiental del área urbana santafesina. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 277-295: tablas.",===> Solicitar a/por: Depósito Proatlas 012638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giacobbe, Mirta Susana ","La resolución de problemas en geografía. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 343-348.",===> Solicitar a/por: Depósito Proatlas 012639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"González Martín, María Cleotilde. Ruíz de Brizuela, María del Carmen Beatriz.","Cartografía ambiental del Gran San Juan. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 349-356: planos.",===> Solicitar a/por: Depósito Proatlas 012640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guerrero Médici, Elsa Nicolasa.","SIG aplicado a Villa Mercedes-Oasis de Jáchal: provincia de San Juan. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 365-370: ilustraciones, gráficos.",===> Solicitar a/por: Depósito Proatlas 012641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hevilla, María Cristina.","El estudio de las fronteras en América Latina en el debate. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 371-376.",===> Solicitar a/por: Depósito Proatlas 012642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hornilla, María Cristina.","Degradación de suelos en el sudeste del departamento Santa Lucía: San Juan. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 377-381: planos.",===> Solicitar a/por: Depósito Proatlas 012643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lacava, Ricardo Mario.","Eventual instalación de un basural frente a la localidad costeña de Aguas Verdes. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 405-412.",===> Solicitar a/por: Depósito Proatlas 012644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liendo, Oscar Alberto. Romegialli, Mónica Graciela.","Enseñar investigando en geografía. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 413-419.",===> Solicitar a/por: Depósito Proatlas 012645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mallamaci, Irene; Marenco, Nélida Silvia ","La planificación en Argentina: del espacio al territorio. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 439-448.",===> Solicitar a/por: Depósito Proatlas 012646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martínez de Pedrozo, Mirtha Liliana; Mallamaci, Irene ","La administración de variables georreferenciables a partir de los Sistemas de Información Geográfica. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 449-453.",===> Solicitar a/por: Depósito Proatlas 012647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mazzoni, Elizabeth. Vázquez, Mirian L. ","Aplicación de un SIG para la delimitación de unidades de paisaje naturales y determinación de áreas con mallines en la provincia de Santa Cruz. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 463-475: planos.",===> Solicitar a/por: Depósito Proatlas 012648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Medina, Esteban Roberto .","Los excesos hídricos en el noroeste argentino. En: Semana de Geografía. 60., San Juan, 1999. Contribuciones científicas. Temas de geografía para el tercer milenio. p. 477-482: gráficos, tablas, planos.",===> Solicitar a/por: Depósito Proatlas 012649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
